Idea_ID,Idea_Title,Idea_Topic,Idea_Status,SEO_Source,SEO_Title,SEO_Title_Length,SEO_Description,SEO_Description_Length,SEO_Tags,SEO_Tags_Length,SEO_Tag_Count,SEO_Pinned_Comment,SEO_Category,SEO_Metadata_Status,SEO_Run_ID,SEO_Provider,SEO_Mode,SEO_Demand_Score,SEO_Novelty_Score,SEO_Saturation_Score,SEO_Opportunity_Score,SEO_Verdict,SEO_Keyword_Count,SEO_Competitor_Count,SEO_Exact_Competitors,SEO_Close_Competitors,SEO_Strong_Competitors_Found,SEO_LLM_Used,SEO_Upload_Ready,SEO_Warnings,SEO_Run_At,SEO_Top_Keywords,SEO_Prompt_Sent,Video_Prompt_Used,Video_File_Path,Package_Folder_Path,SEO_Updated_At
11,Colossal Wheat Combine Titan,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,The Solar Wheat Sifter,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,The Wheat Ocean Harvester,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Titan Sunwheel Irrigator,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Wheat Field Weather Engine,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
16,The Infinite Furrow Walker,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Golden Grain Conveyor City,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Wheatfield Solar Crown,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19,The Root Network Excavator,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Wheat Sentinel Colossus,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,The Atmospheric Grain Elevator,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Chrono-Harvest Megamachine,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Colossal Corn Thresher Titan,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,The Solar Corn Silo Walker,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
33,The Whispering Canopy Harvester,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,The Timberland Root Walker,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Bioluminescent Spore Fortress,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Atmospheric Timber Leviathan,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,The Ancient Grove Siphon,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Ironwood Deep-Root Excavator,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Planetary Mycelial Loom,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,The Evergreen Core Furnace,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Chrono-Bark Synthesizer,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,The World-Forest Atmospheric Crown,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Canopy Orbit Engine,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Rootway Titan,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sun Harvester Colossus,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Cloud Rooter,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Bark Foundry,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Season Engine,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Branch Bridge Machine,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Pollinator Cathedral,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Root Memory Engine,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Worldtree Stabilizer,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Palm Titan Water Crown,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Sun Harvesting Palm Engine,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Palm Root Earth Mover,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Chrono-Palm Growth Engine,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Palm Wind Orchestra,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Celestial Coconut Launcher,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
