Idea_ID,Idea_Title,Idea_Topic,Idea_Status,SEO_Source,SEO_Title,SEO_Title_Length,SEO_Description,SEO_Description_Length,SEO_Tags,SEO_Tags_Length,SEO_Tag_Count,SEO_Pinned_Comment,SEO_Category,SEO_Metadata_Status,SEO_Run_ID,SEO_Provider,SEO_Mode,SEO_Demand_Score,SEO_Novelty_Score,SEO_Saturation_Score,SEO_Opportunity_Score,SEO_Verdict,SEO_Keyword_Count,SEO_Competitor_Count,SEO_Exact_Competitors,SEO_Close_Competitors,SEO_Strong_Competitors_Found,SEO_LLM_Used,SEO_Upload_Ready,SEO_Warnings,SEO_Run_At,SEO_Top_Keywords,SEO_Prompt_Sent,Video_Prompt_Used,Video_File_Path,Package_Folder_Path,SEO_Updated_At
11,Colossal Wheat Combine Titan,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,The Solar Wheat Sifter,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,The Wheat Ocean Harvester,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Titan Sunwheel Irrigator,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Wheat Field Weather Engine,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
16,The Infinite Furrow Walker,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Golden Grain Conveyor City,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Wheatfield Solar Crown,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19,The Root Network Excavator,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Wheat Sentinel Colossus,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,The Atmospheric Grain Elevator,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Chrono-Harvest Megamachine,Wheat Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Colossal Corn Thresher Titan,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,The Solar Corn Silo Walker,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
33,The Whispering Canopy Harvester,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,The Timberland Root Walker,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Bioluminescent Spore Fortress,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Atmospheric Timber Leviathan,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,The Ancient Grove Siphon,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Ironwood Deep-Root Excavator,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Planetary Mycelial Loom,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,The Evergreen Core Furnace,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Chrono-Bark Synthesizer,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,The World-Forest Atmospheric Crown,Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Canopy Orbit Engine,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Rootway Titan,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sun Harvester Colossus,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Cloud Rooter,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Bark Foundry,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Season Engine,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Branch Bridge Machine,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Pollinator Cathedral,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Root Memory Engine,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Worldtree Stabilizer,Giant Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Palm Titan Water Crown,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Sun Harvesting Palm Engine,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Palm Root Earth Mover,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Chrono-Palm Growth Engine,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Palm Wind Orchestra,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Celestial Coconut Launcher,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Palm Cloud Factory,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Frond Solar Sail Array,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Palm Tree Climate Reactor,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Infinite Palm Forest Seeder,Palm Tree,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
63,The Verdant Bamboo Sky-Loom,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Jade Spire Harvesting Spider,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,The Bamboo Ocean Comb,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Hollow-Stem Resonance Engine,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,The Emerald Stalk Harvester,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Bamboo Canopy Cloud-Drill,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,The Titan Bamboo Splitter,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Celestial Shoot Accelerator,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,The Bamboo Ring Leviathan,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,The Infinite Bamboo Grove City,Bamboo Forest,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Titanic Tea Plucking Colossus,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Skyloom Tea Pruning Ring,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Monsoon Shield Megadome,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Rootwater Planetary Drill,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Tea Garden Climate Engine,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Colossus Leaf Sorting Wheel,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Mountain Compost Walker,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Terrace-Shaping Earth Titan,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Solar Tea Harvesting Cathedral,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Orbital Tea Garden Caretaker,Tea Garden,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,The Golden Bunch Orbital Harvester,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Tropical Frond Solar Siphon,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
85,The Banana Canopy Leviathan,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Plantation Monorail Harvester,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
87,The Titan Fruit Loom,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Monsoon Banana Ripening Dome,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
89,The Planetary Peel Excavator,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Tropical Stem Pressure Engine,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
91,The Solar Banana Conveyor,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
92,The Infinite Plantation Caretaker,Banana Plantation,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Orchard Moon Harvester,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Titan Root Sculptor,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Sky Orchard Shepherd,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Apple Gravity Elevator,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Colossus Pollination Wheel,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Orchard Time Engine,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Titanic Apple Sorter,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Solar Orchard Furnace,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Planetary Pruning Spider,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Infinite Orchard Conveyor,Apple Orchard,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Solar Titan Harvester,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Sunflower Skywheel,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Helios Field Cathedral,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Titanic Sun Tracker,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
107,The Golden Root Engine,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Sunflower Leviathan,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Petal Storm Generator,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
110,The Million-Arm Pollinator,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Colossus Seed Forge,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Solar Bloom Clock,Sunflower Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
113,The Grassland Tide Engine,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Skyroot Rain Harvester,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Prairie Wind Shepherd,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
116,The Buried Sunwheel,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Thunderhoof Generator,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Prairie Memory Engine,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Horizon Grass Loom,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Cloudshadow Irrigator,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
121,The Seed Moon,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Prairie Planet Engine,Grassland,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
123,The Dune-Swallowing Sand Leviathan,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Solar Mirage Energy Tower,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
125,The Deep-Basin Moisture Siphon,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sandstorm Kinetic Foundry,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
127,The Obsidian Dune Walker,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Crystalline Sand Sifter Titan,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
129,The Subterranean Aquifer Drill,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Desert Sun-Forge Colossus,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
131,The Shifting Sand Ocean Ark,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
132,The Infinite Desert Terraformer,Desert,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
133,The Golden Husk Sifter,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
134,The Corn Maze Planetary Combine,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Sun-Ripened Kernel Reactor,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
136,The Titan Stalk Shredder,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Cornfield Solar Furnace,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
138,The Atmospheric Corn Elevator,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Golden Silk Weaving Engine,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
140,The Infinite Cornfield Colossus,Corn Field,new,NO_METADATA_ROW,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
