id,uuid,channel_id,idea_id,shot_number,time_start_sec,time_end_sec,image_prompt,video_prompt,aspect_ratio,duration_seconds,status,created_at
11,10677143-e630-4df4-9264-be9d08f46b1a,2,1,11,60,66,"Subject: enormous quantum scanning array examining individual rice grains; Environment: interior agricultural laboratory; Architecture: crystalline arches, floating sensor rings and biomechanical inspection chambers; Energy/Physics: holographic particle fields measuring moisture, density and genetic signatures; Cinematic Presentation: macro-to-macrocosmic composition, cyan holograms, scientific alien aesthetic, 16:9.",8-Second 16:9 Video Prompt: Camera glides through the scanning chamber toward a single illuminated grain. 0:01 sensor rings rotate; 0:02 grain floats upward; 0:03 holographic layers appear; 0:04 genetic patterns expand across the chamber; 0:05 quality metrics synchronize; 0:06 the grain is classified and released.,16:9,8.0,ready,2026-08-14 18:44:24.851962
12,e9f408aa-a881-4892-973e-4f336a0c8df3,2,1,12,66,72,"Subject: colossal automated rice sorting facility inside the titan; Environment: vast industrial cavern; Architecture: thousands of conveyor streams, robotic separators and crystalline sorting towers; Energy/Physics: gravity-based separation fields and laser identification grids; Cinematic Presentation: symmetrical wide shot, immense depth, glowing machinery, cinematic industrial sci-fi, 16:9.",8-Second 16:9 Video Prompt: Camera moves down the central conveyor corridor. 0:01 rice streams enter; 0:02 scanning lasers sweep across them; 0:03 sorting gates redirect grain; 0:04 defective particles separate; 0:05 premium grain streams merge; 0:06 synchronized conveyors carry the harvest deeper inside.,16:9,8.0,ready,2026-08-14 18:44:24.851962
13,7b036bf7-39a4-423b-be97-71aab1c19f33,2,1,13,72,78,"Subject: organic-metal arteries transporting rice through the titan; Environment: gigantic internal biological-mechanical body; Architecture: translucent conduits, muscular walls and glowing junctions; Energy/Physics: rhythmic contractions propel grain like a circulatory system; Cinematic Presentation: close tracking shot inside a translucent conduit, surreal biomechanical realism, 16:9.",8-Second 16:9 Video Prompt: Camera follows rice grains traveling through a living conveyor artery. 0:01 grains enter; 0:02 walls contract; 0:03 luminous energy follows the flow; 0:04 grains accelerate; 0:05 branching conduits redirect them; 0:06 camera exits into a vast processing chamber.,16:9,8.0,ready,2026-08-14 18:44:24.852963
14,cfd3e00b-8d4c-462a-ad1c-7450eadb10c3,2,1,14,78,84,"Subject: planetary-scale grain drying chamber; Environment: immense spherical processing vault; Architecture: concentric heating rings, vapor collectors and suspended grain platforms; Energy/Physics: controlled stellar-like heat fields evaporating moisture; Cinematic Presentation: grand interior shot, orange-gold energy contrasting blue machinery, cinematic volumetric haze, 16:9.",8-Second 16:9 Video Prompt: Camera circles suspended grain platforms as the drying system activates. 0:01 heating rings glow; 0:02 grain begins rotating; 0:03 moisture vapor rises; 0:04 vapor condenses into collectors; 0:05 heat intensity stabilizes; 0:06 dried grain flows onward.,16:9,8.0,ready,2026-08-14 18:44:24.852963
15,6eacc413-17db-4297-a15b-21ee32c4d78a,2,1,15,84,90,"Subject: alien reactor refining harvested rice at molecular precision; Environment: deep interior reactor hall; Architecture: floating circular platforms, energy coils and crystalline refinement chambers; Energy/Physics: controlled molecular fields polishing and separating grain; Cinematic Presentation: dramatic centered composition, white-blue plasma, intricate detail, 16:9.",8-Second 16:9 Video Prompt: Camera slowly rotates around the refinement reactor. 0:01 raw grain enters; 0:02 energy rings activate; 0:03 molecular fields surround the grain; 0:04 impurities dissolve into separate streams; 0:05 polished grains glow briefly; 0:06 refined rice exits in perfect formation.,16:9,8.0,ready,2026-08-14 18:44:24.852963
16,511bb99d-1701-47e2-867c-5b2d8e029e9a,2,1,16,90,96,"Subject: impossible miniature universe contained inside the titan's belly factory; Environment: pocket cosmos with galaxies, stars and tiny planetary systems; Architecture: enormous biomechanical chamber surrounding the miniature universe; Energy/Physics: controlled cosmic expansion powers agricultural processing; Cinematic Presentation: awe-inspiring wide interior, cosmic colors, surreal scale, photorealistic sci-fi, 16:9.",8-Second 16:9 Video Prompt: Camera pulls back from a galaxy to reveal it contained inside the titan's belly. 0:01 stars swirl; 0:02 galaxy rotates; 0:03 camera retreats; 0:04 multiple galaxies appear; 0:05 the chamber walls emerge; 0:06 the miniature universe is revealed as the factory's power core.,16:9,8.0,ready,2026-08-14 18:44:24.853966
17,4e85f5b2-6f58-4d98-8251-3a5e9833fe60,2,1,17,96,102,"Subject: miniature galaxies feeding energy into rice-processing machinery; Environment: cosmic factory interior; Architecture: star-fed conduits, orbital processors and giant grain reactors; Energy/Physics: stellar plasma converted into stable agricultural energy; Cinematic Presentation: sweeping cosmic-industrial composition, vivid nebulae, cinematic contrast, 16:9.",8-Second 16:9 Video Prompt: Camera travels along a luminous conduit from a miniature star toward the processing machinery. 0:01 stellar plasma erupts; 0:02 energy enters conduit; 0:03 conduits pulse; 0:04 reactors illuminate; 0:05 grain processing accelerates; 0:06 the entire factory synchronizes.,16:9,8.0,ready,2026-08-14 18:44:24.853966
18,a0d00de6-c79c-4f9c-b17a-9b456c978a21,2,1,18,102,108,"Subject: gigantic internal reservoir holding mountains of refined rice; Environment: cavern larger than a solar system; Architecture: stacked spherical silos, floating storage platforms and colossal gates; Energy/Physics: gravity fields suspend grain masses in organized layers; Cinematic Presentation: extreme wide shot, golden grain mountains, blue structural lighting, 16:9.",8-Second 16:9 Video Prompt: Camera descends into the reservoir from a high overlook. 0:01 storage gates open; 0:02 grain cascades downward; 0:03 floating piles stabilize; 0:04 gravity fields shimmer; 0:05 storage platforms rotate into alignment; 0:06 camera reveals endless reserves.,16:9,8.0,ready,2026-08-14 18:44:24.854969
19,321668e7-96bf-49be-ae75-853b20c508cc,2,1,19,108,114,"Subject: trillions of tiny alien repair machines surrounding the titan; Environment: damaged exterior armor in deep space; Architecture: microscopic drones rebuilding biomechanical plating; Energy/Physics: nanofabrication beams and self-organizing metallic particles; Cinematic Presentation: macro cinematic detail transitioning to planetary scale, glowing swarm, 16:9.",8-Second 16:9 Video Prompt: Camera starts close on a damaged armor plate and pulls outward. 0:01 repair drones arrive; 0:02 particles assemble; 0:03 fractures close; 0:04 new plating grows; 0:05 swarm expands across the surface; 0:06 camera reveals millions of repairs happening simultaneously.,16:9,8.0,ready,2026-08-14 18:44:24.854969
20,4c6f57ad-486e-4f98-8d00-f3e61f614ad7,2,1,20,114,120,"Subject: central artificial consciousness represented as a gigantic luminous alien neural sphere; Environment: cathedral-like computational chamber; Architecture: branching neural towers and rotating data rings; Energy/Physics: vast streams of agricultural data flowing like stars; Cinematic Presentation: symmetrical frontal shot, majestic intelligence aesthetic, cyan-gold lighting, 16:9.",8-Second 16:9 Video Prompt: Camera slowly approaches the central consciousness. 0:01 neural sphere pulses; 0:02 data streams appear; 0:03 thousands of nodes activate; 0:04 agricultural maps rotate around it; 0:05 the sphere brightens; 0:06 a synchronized command pulse radiates outward.,16:9,8.0,ready,2026-08-14 18:44:24.855961
21,e6b1a974-4fdd-44ac-8b2f-858b27b2f615,2,1,21,120,126,"Subject: AI projecting a planetary harvest simulation; Environment: holographic Earth surrounded by future agricultural timelines; Architecture: enormous floating prediction rings; Energy/Physics: probability fields and glowing data trajectories; Cinematic Presentation: futuristic command-center panorama, holographic realism, 16:9.",8-Second 16:9 Video Prompt: Camera circles the holographic planet. 0:01 weather patterns appear; 0:02 crop growth accelerates in simulation; 0:03 harvest probabilities branch; 0:04 optimal paths highlight; 0:05 unwanted outcomes fade; 0:06 one perfect global harvest trajectory remains.,16:9,8.0,ready,2026-08-14 18:44:24.855961
22,d0fa79d1-9d03-49b7-9ec1-c369d27cf714,2,1,22,126,132,"Subject: synchronized harvest rippling across an entire planet; Environment: continents covered in golden rice fields; Architecture: colossal harvesting machines moving along orbital paths; Energy/Physics: coordinated energy pulses sweep across fields; Cinematic Presentation: orbital cinematic view, golden planetary surface, epic scale, 16:9.",8-Second 16:9 Video Prompt: Camera orbits the planet as a luminous harvest wave travels around it. 0:01 first continent activates; 0:02 wave crosses oceans; 0:03 fields transform into flowing grain streams; 0:04 second hemisphere activates; 0:05 global harvest converges; 0:06 the planet glows with synchronized agricultural activity.,16:9,8.0,ready,2026-08-14 18:44:24.855961
23,89fc045f-78b9-4e14-9101-5a3254c15021,2,1,23,132,138,"Subject: multiple colossal orbital harvesting rings surrounding the planet; Environment: deep space with the Rice Titan looming beyond; Architecture: concentric mechanical rings covered in intake ports; Energy/Physics: gravity-assisted grain transfer lanes; Cinematic Presentation: majestic orbital panorama, dramatic scale, crisp sci-fi realism, 16:9.",8-Second 16:9 Video Prompt: Camera flies between rotating orbital rings. 0:01 first ring turns; 0:02 harvesting pods activate; 0:03 grain streams rise from the planet; 0:04 streams enter orbital channels; 0:05 rings synchronize rotation; 0:06 grain is redirected toward the titan.,16:9,8.0,ready,2026-08-14 18:44:24.856966
24,d638c335-837e-4c72-afac-3b4c2dfece65,2,1,24,138,144,"Subject: vertical gravity elevator transporting rice from planet to titan; Environment: atmospheric boundary extending into orbit; Architecture: luminous elevator shaft with enormous stabilization anchors; Energy/Physics: anti-gravity fields lifting continuous grain columns; Cinematic Presentation: vertical perspective from clouds to stars, epic depth, 16:9.",8-Second 16:9 Video Prompt: Camera races upward beside the gravity elevator. 0:01 grain begins rising; 0:02 clouds fall below; 0:03 atmosphere thins; 0:04 stars appear; 0:05 grain column accelerates toward orbit; 0:06 titan machinery fills the horizon.,16:9,8.0,ready,2026-08-14 18:44:24.856966
25,24a25e8d-26e4-4447-85bf-a4a3bcac0852,2,1,25,144,150,"Subject: colossal forge converting refined rice into ultra-durable stored food material; Environment: volcanic-looking internal factory; Architecture: molten channels, crystalline molds and mechanical press towers; Energy/Physics: controlled plasma heating and molecular compression; Cinematic Presentation: fiery industrial epic, orange-blue contrast, cinematic haze, 16:9.",8-Second 16:9 Video Prompt: Camera moves toward the central forge. 0:01 rice enters molten channels; 0:02 plasma ignites; 0:03 molecular compression begins; 0:04 material forms into uniform grains; 0:05 cooling fields activate; 0:06 finished product streams into containers.,16:9,8.0,ready,2026-08-14 18:44:24.857968
26,2851312f-3dc9-41bc-b26e-64c3f7a8fb0e,2,1,26,150,156,"Subject: endless alien packaging machines preparing harvested rice; Environment: vast factory floor disappearing into darkness; Architecture: thousands of robotic packaging towers and luminous containers; Energy/Physics: autonomous magnetic handling and precision energy seals; Cinematic Presentation: symmetrical tracking shot, futuristic industrial grandeur, 16:9.",8-Second 16:9 Video Prompt: Camera glides down a central aisle. 0:01 empty containers arrive; 0:02 rice fills them; 0:03 robotic arms seal packages; 0:04 labels illuminate with alien symbols; 0:05 finished packages move onto conveyors; 0:06 endless production lines stretch into the distance.,16:9,8.0,ready,2026-08-14 18:44:24.857968
27,9b4afb73-3171-4b3d-a921-0787587762d0,2,1,27,156,162,"Subject: storage vault containing rice reserves in folded dimensions; Environment: black cosmic chamber with portals to parallel storage spaces; Architecture: floating vault doors and geometric containment structures; Energy/Physics: pocket dimensions holding impossible quantities of grain; Cinematic Presentation: mysterious wide shot, dark cosmic palette with golden highlights, 16:9.",8-Second 16:9 Video Prompt: Camera approaches a vault door as it unfolds into multiple dimensions. 0:01 geometric locks rotate; 0:02 portal opens; 0:03 endless grain warehouses appear beyond; 0:04 additional portals activate; 0:05 storage dimensions multiply; 0:06 camera looks into an apparently infinite reserve.,16:9,8.0,ready,2026-08-14 18:44:24.857968
28,339afd39-5b34-420b-8a83-aee80c5d7d81,2,1,28,162,168,"Subject: enormous distribution gateway connecting the titan to distant worlds; Environment: interstellar space filled with wormhole destinations; Architecture: ring-shaped portal station with alien navigation towers; Energy/Physics: stable wormholes opening toward multiple inhabited planets; Cinematic Presentation: wide cosmic vista, multicolored portals, cinematic spectacle, 16:9.",8-Second 16:9 Video Prompt: Camera rotates around the distribution gate. 0:01 first portal opens; 0:02 second portal ignites; 0:03 distant planets appear inside portals; 0:04 grain shipments launch; 0:05 multiple wormholes synchronize; 0:06 the network becomes a glowing cosmic web.,16:9,8.0,ready,2026-08-14 18:44:24.858962
29,854890bb-292a-4155-a85e-b1d8727879c8,2,1,29,168,174,"Subject: titan deploying microscopic agricultural seed capsules across barren worlds; Environment: alien planet with deserts and rocky continents; Architecture: orbital deployment arrays and hovering agricultural pods; Energy/Physics: precision atmospheric entry trajectories and terraforming pulses; Cinematic Presentation: orbital-to-surface cinematic composition, 16:9.",8-Second 16:9 Video Prompt: Camera follows seed capsules descending from orbit. 0:01 capsules launch; 0:02 atmospheric entry begins; 0:03 heat shields glow; 0:04 capsules land across barren terrain; 0:05 terraforming pulses spread; 0:06 tiny green agricultural zones emerge.,16:9,8.0,ready,2026-08-14 18:44:24.858962
30,f3eb3646-911f-4934-9ce5-3f9abe90ba7e,2,1,30,174,180,"Subject: flourishing alien rice ecosystem created by the titan; Environment: vast emerald fields under unusual twin suns; Architecture: biomechanical irrigation towers integrated into the landscape; Energy/Physics: luminous water cycles and atmospheric stabilization fields; Cinematic Presentation: sweeping landscape shot, vibrant colors, cinematic naturalism blended with sci-fi, 16:9.",8-Second 16:9 Video Prompt: Camera flies low over the newly established rice ecosystem. 0:01 water channels activate; 0:02 seedlings sway; 0:03 fields rapidly expand; 0:04 irrigation towers pulse; 0:05 twin suns illuminate mature rice; 0:06 the landscape becomes a vast productive agricultural world.,16:9,8.0,ready,2026-08-14 18:44:24.858962
31,7884ea6f-cf81-40e4-a355-9998113fb8cd,2,1,31,180,186,"Subject: enormous mandible-like harvesting structures opening around a planetary field; Environment: atmospheric clouds and golden rice plains; Architecture: layered alien jaws with rotating cutting mechanisms; Energy/Physics: localized gravity compression and aerodynamic field control; Cinematic Presentation: dramatic low-angle shot, terrifyingly majestic machinery, 16:9.",8-Second 16:9 Video Prompt: Camera pulls backward as the gigantic harvesting mandibles open. 0:01 mechanical jaws separate; 0:02 internal blades spin; 0:03 atmospheric pressure shifts; 0:04 rice fields bend inward; 0:05 mandibles close around the harvest zone; 0:06 harvested grain erupts into intake channels.,16:9,8.0,ready,2026-08-14 18:44:24.859959
32,b9e8d535-1807-47be-837a-2dcd6865daf1,2,1,32,186,192,"Subject: massive processing chamber compressing astronomical quantities of rice; Environment: spherical mechanical interior; Architecture: enormous pistons, containment rings and grain reservoirs; Energy/Physics: gravity compression fields shaping grain flow; Cinematic Presentation: kinetic industrial close-wide shot, glowing gold and blue, 16:9.",8-Second 16:9 Video Prompt: Camera circles the compression chamber. 0:01 grain floods inward; 0:02 pistons descend; 0:03 gravity fields intensify; 0:04 grain streams compress into dense currents; 0:05 pistons retract; 0:06 processed grain launches into high-speed conduits.,16:9,8.0,ready,2026-08-14 18:44:24.859959
33,e094dd51-889b-4986-99ac-e7f2dae96878,2,1,33,192,198,"Subject: Rice Titan synchronizing countless agricultural worlds; Environment: galaxy-scale panorama containing multiple planets; Architecture: luminous wormhole network linking worlds to the titan; Energy/Physics: synchronized command pulses crossing interstellar distances; Cinematic Presentation: epic cosmic wide shot, glowing network geometry, cinematic depth, 16:9.",8-Second 16:9 Video Prompt: Camera pulls outward from one planet to reveal dozens of connected worlds. 0:01 first world pulses; 0:02 signal jumps through wormhole; 0:03 second world activates; 0:04 more worlds synchronize; 0:05 network expands across the galaxy; 0:06 titan becomes the central node.,16:9,8.0,ready,2026-08-14 18:44:24.859959
34,94c39e38-7565-4d76-bf7f-c2031e444f3f,2,1,34,198,204,"Subject: titan absorbing controlled energy from surrounding stars; Environment: dense starfield and nebula; Architecture: gigantic energy collectors extending like wings; Energy/Physics: stellar plasma streams converted into clean power; Cinematic Presentation: majestic silhouette against multiple stars, radiant energy, 16:9.",8-Second 16:9 Video Prompt: Camera arcs around the titan as stellar collectors deploy. 0:01 collector panels unfold; 0:02 stars brighten behind them; 0:03 plasma streams curve inward; 0:04 energy enters collector channels; 0:05 the titan's veins illuminate; 0:06 the entire machine glows with stellar power.,16:9,8.0,ready,2026-08-14 18:44:24.860960
35,ae2d6264-ac53-4167-8874-a9e9d6505216,2,1,35,204,210,"Subject: fully awakened Rice Titan Harvester at maximum operational power; Environment: cosmic panorama with planets, wormholes and galaxies; Architecture: every tower, ring, limb and intake fully deployed; Energy/Physics: enormous gravitational, plasma and dimensional fields synchronized; Cinematic Presentation: ultimate heroic wide shot, spectacular scale, photorealistic cinematic sci-fi, 16:9.",8-Second 16:9 Video Prompt: Camera rapidly pulls back to reveal the entire active titan. 0:01 towers ignite; 0:02 rings accelerate; 0:03 wormholes open; 0:04 harvesting limbs spread; 0:05 planetary fields synchronize; 0:06 the titan reaches maximum luminous power.,16:9,8.0,ready,2026-08-14 18:44:24.860960
36,c6c058f7-ab67-4a49-b959-a64b27bbaa25,2,1,36,210,216,"Subject: Rice Titan commanding a galaxy-wide agricultural network; Environment: spiral galaxy filled with connected agricultural planets; Architecture: dimensional routes radiating from the titan; Energy/Physics: synchronized wormhole currents and gravitational communication pulses; Cinematic Presentation: enormous galactic-scale composition, cosmic grandeur, 16:9.",8-Second 16:9 Video Prompt: Camera zooms from the titan outward across the galaxy. 0:01 nearby planets connect; 0:02 distant wormholes ignite; 0:03 agricultural worlds pulse; 0:04 network branches across spiral arms; 0:05 the entire galaxy becomes interconnected; 0:06 the titan remains visible at the center.,16:9,8.0,ready,2026-08-14 18:44:24.860960
37,232eb57d-0bfa-469f-afbc-69330aac7c43,2,1,37,216,222,"Subject: Rice Titan transcending conventional planetary agriculture and becoming a cosmic agricultural intelligence; Environment: vast universe with galaxies and dimensional horizons; Architecture: titan surrounded by infinite stabilization towers and portal structures; Energy/Physics: spacetime folds into orderly agricultural geometries; Cinematic Presentation: transcendent cosmic finale setup, surreal realism, deep blacks and radiant gold-blue energy, 16:9.",8-Second 16:9 Video Prompt: Camera retreats continuously from the titan into larger cosmic scales. 0:01 planet-sized details disappear; 0:02 entire star systems become visible; 0:03 galaxies surround the titan; 0:04 dimensional structures emerge; 0:05 spacetime bends into geometric patterns; 0:06 the titan appears as a cosmic agricultural intelligence.,16:9,8.0,ready,2026-08-14 18:44:24.861958
38,9439bb58-4523-449b-8e61-a7438166dc31,2,1,38,222,228,"Subject: the ultimate alien-level Rice Titan Harvester, larger than worlds and embodying an infinite living agricultural intelligence; Environment: endless cosmic expanse containing galaxies, wormholes, planets and miniature universes; Architecture: planetary stabilization towers, colossal harvesting limbs, wormhole intakes and universe-scale belly factory all visible as one integrated organism; Energy/Physics: gravitational waves, stellar plasma, dimensional portals and synchronized cosmic energy forming a radiant halo; Cinematic Presentation: final ultra-wide 16:9 masterpiece, overwhelming sense of scale, majestic photorealistic science fiction, dramatic volumetric light, deep cosmic atmosphere, awe-inspiring finale.",8-Second 16:9 Video Prompt: Camera performs a final slow pullback while the Rice Titan reaches absolute maximum operation. 0:01 every stabilization tower illuminates; 0:02 wormholes bloom around the titan; 0:03 planetary harvesting networks activate; 0:04 miniature-universe factory glows through the translucent core; 0:05 galaxies and grain streams orbit in synchronized motion; 0:06 the titan emits one immense cosmic pulse and becomes a luminous silhouette against the infinite universe.,16:9,8.0,ready,2026-08-14 18:44:24.861958
